site,year,flight_date,flight_id,source_file,site_treeid,tree_height_corrected_m,canopy_area_m2,tree_altitude_m
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5807,1.9928371,1.1531261734856386,225.04396
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5808,1.7103267,0.4223810234845194,224.62997
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5809,1.6349815,0.6050672389848837,224.55078
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5810,1.5904217,0.3083640122487842,224.53209
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5811,1.182242,0.22932951323825676,223.94685
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5812,1.634833,0.5312152294409705,224.69728
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5813,1.4419433,0.2358077208827576,224.43466
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5814,1.822224,0.910839608940502,225.09485
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5815,1.492771,0.6633710576817935,224.62846
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5816,1.6566645,0.36537229914587027,224.95154
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5817,2.0254455,0.8758569532073156,225.60934
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5818,2.9214442,2.509666847117041,227.18317
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5819,1.9373816,0.7683181634637923,225.55711
